Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
347,22,4.9,13.066762,80.251865,13.146762,80.331865,4042022,194500,195500,6,3,2,0,0,1,0,0,22
1309,27,4.758309974762817,-9.982834,-76.283268,10.032834,76.333268,11022022,205244,213000,3,0,3,1,0,0,0,0,16
1143,38,4.5,12.979166,77.640709,13.089166,77.750709,2032022,180000,181500,4,1,1,3,0,1,0,1,22
224,37,4.7,22.74806,75.8934,22.83806,75.9834,4042022,195000,200000,4,3,2,1,1,1,0,0,29
1196,20,4.7,22.547186,88.35068,22.637186,88.44068,18022022,195500,201000,1,3,1,0,0,0,0,1,12
210,37,4.7,12.933298,77.614293,12.953298,77.634293,21032022,101500,102500,2,0,0,1,0,1,0,1,25
1168,39,4.7,26.473698,80.352677,26.523698,80.402677,17022022,200000,200500,2,3,2,3,0,1,0,1,27
450,39,4.0,13.044694,80.26147,13.094694,80.31147,9032022,205000,210500,5,3,0,3,0,2,0,1,41
705,20,5.0,13.064181,80.236442,13.114181,80.286442,21032022,214000,215000,2,3,2,3,2,0,0,1,27
1053,39,4.9,19.875908,75.358888,19.905908,75.388888,13022022,235500,1000,1,0,0,3,0,1,0,0,22
616,27,4.1,23.374878,85.335739,23.434878,85.395739,19032022,211000,212000,4,3,0,2,0,2,0,0,39
72,27,5.0,13.064181,80.236442,13.124181,80.296442,9032022,172500,173000,2,1,2,3,1,1,0,1,13
537,35,4.7,19.876219,75.346017,19.946219,75.416017,16022022,225500,231000,6,0,0,3,0,0,0,1,23
1100,24,4.2,12.299524,76.64262,12.329524,76.67262,24032022,202000,203500,1,3,0,2,0,1,0,2,48
599,21,4.1,17.438263,78.397865,17.508263,78.467865,12032022,181000,181500,4,1,0,3,0,1,0,1,37
481,32,4.8,26.902328,75.794257,26.952328,75.844257,30032022,173000,173500,6,1,0,1,0,1,0,1,28
803,36,4.9,30.905562,75.832841,30.955562,75.882841,11022022,212000,213000,4,3,0,2,0,1,0,1,38
693,32,4.6,0.0,0.0,0.13,0.13,6042022,234000,235000,5,0,1,2,0,0,0,0,18
247,25,4.8,11.003681,76.975525,11.073681,77.045525,6032022,220000,221000,1,3,0,2,0,0,0,1,22
931,38,4.8,11.006686,76.951736,11.096686,77.041736,16032022,223500,224500,6,0,2,1,1,0,0,1,24
40,29,4.7,13.064181,80.236442,13.074181,80.246442,3042022,90000,90500,4,0,2,0,1,1,0,1,16
348,26,4.6,19.091458,72.827808,19.221458,72.957808,8032022,194000,195000,1,3,2,2,1,1,0,0,21
645,36,4.4,26.913987,75.752891,26.983987,75.822891,29032022,174000,175500,2,1,2,3,1,1,0,1,42
560,26,4.830928818672352,12.972793,80.249982,12.992793,80.269982,1042022,109748,81500,4,0,1,1,1,1,0,1,10
925,30,4.6,26.914142,75.805704,27.054142,75.945704,12032022,220000,220500,2,3,1,0,0,2,0,1,48
1012,22,4.5,22.31279,73.170283,22.36279,73.220283,3042022,192500,193000,6,3,2,1,0,0,0,1,14
379,26,5.0,26.956431,75.776649,26.966431,75.786649,11032022,112000,112500,1,2,1,2,0,0,0,0,13
285,27,4.8,21.149834,72.778666,21.169834,72.798666,19032022,82000,83500,2,0,0,1,0,1,0,1,21
593,30,4.600969146292159,12.323225,76.630028,12.353225,76.660028,1042022,183821,183500,3,1,0,1,0,1,0,1,29
482,22,4.6,18.546258,73.904337,18.566258,73.924337,9032022,102500,103500,2,0,2,0,1,0,0,1,17
46,39,5.0,12.970324,77.645748,13.060324,77.735748,16032022,174000,174500,3,1,1,2,1,1,0,1,34
97,33,4.6,11.022477,76.995667,11.062477,77.035667,24032022,141500,142000,2,2,2,1,2,1,0,1,34
90,31,4.6,12.316967,76.603067,12.396967,76.683067,2042022,184000,184500,5,1,0,0,0,1,0,1,30
764,21,5.0,11.001753,76.986241,11.031753,77.016241,5032022,173000,173500,4,1,0,2,0,1,0,1,28
1132,37,4.8,30.362686,78.06889,30.402686,78.10889,11022022,142000,143500,1,2,2,0,1,0,0,1,19
393,22,4.6,22.760072,75.892574,22.780072,75.912574,21032022,101500,102000,4,0,2,0,1,1,0,1,19
928,21,4.6,22.32,73.17,22.43,73.28,10032022,195000,200500,3,3,1,2,0,1,0,1,43
919,27,4.7,22.310526,73.170937,22.340526,73.200937,3032022,201500,203000,5,3,0,2,0,1,0,0,29
434,23,4.6,18.636215,73.751081,18.676215,73.791081,9032022,162000,163500,2,1,1,3,0,0,0,1,12
816,34,4.6,26.766536,75.837333,26.836536,75.907333,31032022,234000,235000,1,0,1,2,1,0,0,1,27
236,25,4.2,22.753839,75.897429,22.803839,75.947429,13032022,203500,204000,4,3,0,3,0,0,0,1,31
46,35,4.3,12.970324,77.645748,13.060324,77.735748,25032022,214500,215500,6,3,0,1,0,0,1,0,49
530,39,4.1,0.0,0.0,0.09,0.09,2032022,195500,201000,4,3,1,3,0,1,0,1,33
518,35,4.8,22.311358,73.164798,22.391358,73.244798,27032022,185500,190500,2,1,1,2,0,2,0,1,40
622,26,4.8,22.311844,73.165081,22.391844,73.245081,25032022,235500,500,4,0,2,2,1,1,0,0,18
546,22,2.8,26.905287,75.794592,26.995287,75.884592,25032022,221000,222500,1,0,2,0,2,1,0,1,37
372,29,4.8,23.359033,85.325347,23.389033,85.355347,5032022,214500,215500,2,3,0,3,0,1,0,0,29
124,37,4.6,22.745536,75.893106,22.795536,75.943106,1032022,232000,233000,5,0,1,1,0,0,0,1,25
136,20,4.6,19.065838,72.832658,19.105838,72.872658,26032022,165500,170500,3,1,0,1,0,1,0,0,29
79,33,4.8,17.411028,78.329645,17.501028,78.419645,23032022,222000,222500,4,0,0,0,0,1,0,1,25
354,32,4.6,12.972161,77.596014,12.992161,77.616014,17032022,114000,115500,4,2,1,2,0,1,0,1,30
259,30,4.4,10.994136,76.963303,11.024136,76.993303,11032022,215000,220500,4,3,0,0,0,1,0,1,31
570,37,4.7,12.297954,76.665169,12.427954,76.795169,18032022,181500,182500,1,1,1,1,0,1,0,0,15
1145,29,4.9,10.028047,76.310019,10.078047,76.360019,15022022,214500,215000,4,3,2,0,2,1,0,1,13
1163,21,4.7,30.899584,75.809346,31.009584,75.919346,14022022,212500,214000,3,3,0,0,0,2,1,1,44
271,36,3.6,21.160522,72.771477,21.240522,72.851477,2042022,175500,181000,4,1,2,1,1,1,0,1,39
67,28,4.6,0.0,0.0,0.05,0.05,15032022,234000,235000,4,0,2,3,1,1,0,1,14
456,37,4.9,23.39925,85.390464,23.41925,85.410464,30032022,84500,85000,4,0,1,0,1,0,0,1,23
463,34,4.7,-22.514119,88.362504,22.534119,88.382504,17022022,115000,120000,2,2,0,0,0,1,0,1,31
53,34,4.7,0.0,0.0,0.05,0.05,1032022,213500,215000,3,3,0,0,0,1,0,1,28
846,33,4.9,19.003517,72.82765,19.053517,72.87765,1042022,192500,193500,3,3,1,0,0,0,0,1,25
694,36,5.0,18.994049,72.825203,19.074049,72.905203,10032022,181500,183000,2,1,2,2,1,1,0,1,31
617,36,4.5,21.173343,72.792731,21.223343,72.842731,28032022,211500,212000,1,3,0,1,0,1,0,1,22
345,35,4.8,10.994136,76.963303,11.014136,76.983303,13032022,92000,92500,6,0,1,3,1,1,0,0,29
372,27,4.9,23.359033,85.325347,23.389033,85.355347,7032022,173500,174000,6,1,1,1,0,1,0,0,23
1025,29,4.2,19.876428,75.364792,19.886428,75.374792,15022022,104000,105500,4,0,0,2,0,0,0,1,29
569,27,4.9,25.454697,81.834492,25.504697,81.884492,15022022,181000,182000,3,1,1,0,1,0,0,1,14
823,21,4.8,30.362686,78.06889,30.452686,78.15889,18022022,211000,212500,4,3,2,0,1,0,0,1,25
708,31,4.7,11.02091,76.940432,11.15091,77.070432,16032022,212000,212500,5,3,1,2,0,1,0,1,30
900,34,4.6,18.994237,72.825553,19.054237,72.885553,5042022,193500,194000,3,3,0,3,0,2,0,1,34
509,20,4.5,10.96185,76.971082,11.01185,77.021082,9032022,210000,211500,3,3,1,0,0,1,0,1,29
697,35,4.7,12.323994,76.626167,12.363994,76.666167,11032022,144000,145000,3,2,1,0,1,1,0,1,25
770,29,4.625175427595337,19.1093,72.825451,19.1993,72.915451,18032022,213959,225000,3,1,3,3,2,1,0,1,27
850,30,4.9,21.173493,72.801953,21.303493,72.931953,31032022,184000,185500,1,1,2,0,1,1,0,1,22
857,29,4.625175427595337,26.913726,75.75282,26.943726,75.78282,5042022,175833,172500,6,1,1,3,1,0,0,1,27
153,29,4.7,19.178321,72.834715,19.248321,72.904715,14032022,193500,195000,3,3,0,0,0,1,0,1,36
816,24,5.0,26.766536,75.837333,26.836536,75.907333,25032022,210000,211000,1,3,1,3,0,0,0,0,11
625,25,4.9,11.003008,76.97544,11.053009,77.02544,21032022,230000,231500,2,0,0,1,0,1,0,1,19
550,30,4.7,22.311844,73.165081,22.381844,73.235081,27032022,215500,220000,6,3,2,2,1,1,0,0,25
84,22,4.8,17.433809,78.386744,17.503809,78.456744,4042022,181000,182000,2,1,2,0,0,1,0,1,26
236,36,4.7,22.753839,75.897429,22.773839,75.917429,7032022,90000,91000,1,0,0,0,0,0,0,1,29
1241,37,4.7,0.0,0.0,0.05,0.05,11022022,192000,193500,3,3,1,1,1,1,0,0,25
1298,32,4.6,9.959778,76.296106,9.979778,76.316106,13022022,94500,100000,4,0,2,3,1,1,0,1,29
1060,26,4.8,22.514119,88.362504,22.574119,88.422504,15022022,234000,235500,5,0,1,2,0,0,0,1,15
322,37,4.5,21.173493,72.801953,21.203493,72.831953,11032022,183000,183500,1,1,1,2,1,1,0,0,15
608,34,4.8,19.120083,72.907385,19.180083,72.967385,3032022,185500,190500,1,1,1,2,0,1,0,1,18
489,38,4.3,19.176269,72.836721,19.256269,72.916721,6032022,234000,235500,2,0,0,0,0,2,0,1,44
98,22,4.7,22.727021,75.884167,22.857021,76.014167,31032022,225500,231000,4,0,0,2,0,1,0,1,20
162,34,3.9,12.337928,76.617889,12.407928,76.687889,6032022,181000,181500,6,1,1,2,0,1,0,1,31
509,29,4.649381708898515,10.96185,76.971082,11.04185,77.051082,14032022,178012,175500,6,1,2,2,1,0,0,1,25
306,34,4.7,12.972161,77.596014,13.002161,77.626014,3032022,225500,230500,1,0,0,0,0,0,0,1,22
808,32,4.1,12.323225,76.630028,12.363225,76.670028,11032022,121500,122500,5,2,2,1,2,0,0,1,34
43,22,4.7,19.091458,72.827808,19.161458,72.897808,29032022,171500,173000,4,1,1,3,1,1,0,0,28
649,26,4.3,22.761226,75.887522,22.781226,75.907522,21032022,102500,103500,4,0,0,3,0,1,0,1,29
919,35,4.9,22.310526,73.170937,22.340526,73.200937,7032022,222000,223000,3,0,2,3,2,0,0,1,15
755,21,5.0,26.471529,80.313458,26.491529,80.333458,15022022,92500,93500,1,0,2,2,1,1,0,1,24
19,23,5.0,18.563934,73.915367,18.643935,73.995367,29032022,200000,201000,3,3,0,2,0,1,0,1,43
94,38,4.6,18.530963,73.828972,18.640963,73.938972,4042022,235000,235500,4,0,0,1,0,1,0,1,24
707,26,3.9,19.065838,72.832658,19.115838,72.882658,28032022,215500,220000,1,3,0,2,0,2,0,0,40
352,22,4.8,17.410371,78.437225,17.480371,78.507225,10032022,172500,173000,5,1,1,0,1,0,0,1,29
412,28,4.8,17.440827,78.393391,17.530827,78.483391,4042022,183000,184500,6,1,0,2,0,0,0,1,33
307,34,4.0,13.049645,80.242268,13.079645,80.272268,15032022,203000,203500,4,3,2,2,0,1,0,1,32
17,34,4.7,17.426228,78.407495,17.496228,78.477495,2032022,205000,210500,1,3,1,0,0,1,0,1,15
167,21,4.9,21.149834,72.778666,21.239834,72.868666,29032022,190000,191500,2,1,1,3,1,0,0,0,34
558,29,4.5,18.55144,73.804855,18.68144,73.934855,31032022,223500,224000,2,0,0,0,0,1,0,1,24
796,21,4.6,12.323994,76.626167,12.453994,76.756167,4042022,233500,235000,6,0,2,1,0,0,0,0,14
476,30,4.7,22.732225,75.874765,22.752225,75.894765,28032022,103000,103500,2,0,1,2,1,1,0,0,19
450,35,4.6,13.044694,80.26147,13.174694,80.39147,16032022,201500,203000,1,3,0,2,0,1,0,1,33
404,21,4.7,26.905287,75.794592,26.915287,75.804592,15032022,111000,111500,4,2,2,1,2,1,0,1,12
421,34,4.2,26.956431,75.776649,27.086431,75.906649,27032022,183000,183500,2,1,1,2,0,0,0,1,31
98,21,4.8,22.727021,75.884167,22.807021,75.964167,6032022,194500,195500,1,3,2,3,0,0,0,0,16
66,24,4.7,21.186438,72.794115,21.256438,72.864115,20032022,231500,232500,5,0,0,0,0,1,0,0,19
1306,32,4.7,30.873988,75.842739,30.913988,75.882739,11022022,122500,124000,2,2,1,1,0,1,0,1,28
482,27,4.746206834111228,18.546258,73.904337,18.566258,73.924337,24032022,111927,84500,6,0,1,3,1,0,0,1,17
988,24,4.9,9.985497,76.276999,10.035497,76.326999,15022022,213500,214500,2,3,2,1,2,1,0,1,29
108,20,4.9,23.359194,85.325447,23.449194,85.415447,25032022,205500,210500,1,3,0,0,0,1,0,1,26
614,31,4.6,22.745049,75.892471,22.755049,75.902471,3032022,115500,120500,6,2,0,3,0,1,0,1,36
314,38,4.8,22.722634,75.886959,22.732634,75.896959,11032022,101000,102500,3,0,1,3,1,0,0,1,18
764,27,5.0,11.001753,76.986241,11.091753,77.076241,18032022,202000,203500,4,3,1,0,1,1,0,1,15
661,33,4.9,19.1093,72.825451,19.1493,72.865451,11032022,154000,155000,1,1,0,2,0,1,0,0,27
101,34,4.6,12.284747,76.625861,12.334747,76.675861,13032022,215500,221000,4,3,1,2,0,1,0,0,30
165,32,4.1,13.026286,80.275235,13.116286,80.365235,14032022,202500,203000,4,3,0,1,0,1,0,1,50
183,21,4.7,11.001753,76.986241,11.081753,77.066241,6042022,172500,173000,4,1,2,0,1,1,0,0,15
132,26,4.8,21.17106,72.789292,21.19106,72.809292,5032022,93500,94500,2,0,2,1,1,0,0,1,19
112,33,4.9,26.892312,75.806896,27.032312,75.946896,16032022,235000,0,3,0,0,3,0,1,0,1,39
715,28,4.8,21.15276,72.778059,21.24276,72.868059,12032022,224500,225500,4,0,0,1,0,1,0,0,24
701,34,4.8,23.351058,85.325731,23.401058,85.375731,1032022,173000,174000,6,1,0,0,0,0,0,1,31
378,28,4.8,18.546947,73.900626,18.556947,73.910626,7032022,83000,83500,3,0,0,2,0,0,0,0,19
1150,28,4.4,0.0,0.0,0.08,0.08,16022022,175500,180500,2,1,1,0,0,2,0,1,35
180,34,5.0,23.416792,85.316842,23.466792,85.366842,30032022,191500,192500,2,3,1,0,1,1,0,1,37
399,37,4.9,12.323225,76.630028,12.453225,76.760028,25032022,172000,173000,3,1,0,0,0,1,0,1,41
95,24,4.9,17.458998,78.500366,17.548998,78.590366,4042022,193500,194500,1,3,1,2,0,0,0,0,18
732,26,4.830928818672352,22.32,73.17,22.41,73.26,25032022,221584,235500,3,0,3,0,2,0,0,0,10
131,28,4.9,17.41233,78.449654,17.44233,78.479654,1032022,181000,182500,5,1,1,1,0,1,0,0,29
656,25,4.6,22.751234,75.88949,22.841234,75.97949,14032022,235500,500,2,0,1,1,0,1,0,1,24
593,37,4.6,12.323225,76.630028,12.383225,76.690028,11032022,202000,202500,6,3,2,0,0,0,0,1,34
309,32,4.9,17.430448,78.418213,17.460448,78.448213,3032022,224000,225500,4,0,1,1,1,1,0,1,25
387,20,4.8,12.906229,77.596791,12.936229,77.626791,13032022,185000,185500,6,1,0,3,0,1,0,0,18
240,39,4.6,30.328174,78.049117,30.398174,78.119117,14022022,223500,225000,4,0,1,3,0,1,0,1,15
726,23,4.9,17.431668,78.408321,17.471668,78.448321,19032022,165500,171000,2,1,0,1,0,0,0,1,22
731,27,4.7,18.593481,73.785901,18.613481,73.805901,19032022,112000,112500,3,2,2,2,2,1,0,1,30
478,39,4.9,23.369746,85.33982,23.399746,85.36982,30032022,171500,172000,6,1,2,0,0,1,0,1,27
305,26,4.5,21.149669,72.772629,21.169669,72.792629,28032022,113500,114000,6,2,1,0,0,0,0,0,17
894,37,5.0,21.186608,72.794136,21.246608,72.854136,28032022,194000,195000,5,3,0,1,0,0,0,0,49
932,25,4.5,22.761226,75.887522,22.771226,75.897522,24032022,91000,92500,4,0,2,1,0,0,0,1,16
592,27,5.0,17.424114,78.347554,17.554114,78.477554,4032022,174500,180000,3,1,1,3,1,1,0,1,35
40,30,4.7,13.064181,80.236442,13.104181,80.276442,19032022,133500,135000,6,2,0,1,0,0,0,1,30
105,22,4.1,21.175104,72.804342,21.305104,72.934342,8032022,192500,193000,6,3,0,2,0,0,0,1,32
262,29,5.0,19.12663,72.829976,19.17663,72.879976,19032022,181000,181500,1,1,1,3,0,0,0,0,10
481,26,4.5,26.902328,75.794257,26.952328,75.844257,3042022,213500,214000,6,3,0,1,0,0,0,1,16
340,23,4.9,19.120083,72.907385,19.160083,72.947385,17032022,135000,140500,2,2,0,0,0,0,0,1,26
1242,21,4.9,27.158822,78.045359,27.168822,78.055359,11022022,104500,105000,1,0,1,0,0,1,0,1,24
957,21,4.8,13.091809,80.219104,13.221809,80.349104,6042022,221500,222500,5,0,0,3,0,1,0,1,15
562,21,4.8,30.899992,75.831338,30.989992,75.921338,18022022,193500,195000,3,3,0,0,0,1,0,1,37
396,32,4.5,13.086438,80.220672,13.216439,80.350672,6032022,181500,182500,6,1,1,1,0,1,0,1,25
821,26,5.0,13.027018,80.254791,13.087018,80.314791,15032022,183000,184000,3,1,1,1,0,0,0,1,18
1056,25,4.9,23.355164,85.324097,23.485164,85.454097,6032022,193500,194000,1,3,1,0,0,0,0,1,22
271,29,4.7,21.160522,72.771477,21.290522,72.901477,4042022,201000,202000,3,3,0,3,0,0,0,1,42
677,33,4.6,19.207222,72.972281,19.247222,73.012281,3032022,162000,163000,3,1,2,2,2,0,0,1,17
597,39,4.7,13.049645,80.242268,13.129645,80.322268,2042022,202500,204000,4,3,0,2,0,0,0,1,49
648,27,4.7,12.326356,76.619103,12.416356,76.709103,2042022,183500,185000,4,1,2,1,1,1,0,1,25
133,20,4.7,21.186884,72.793616,21.226884,72.833616,7032022,162000,163500,6,1,0,3,0,1,0,1,25
903,32,4.3,13.029198,77.570997,13.109198,77.650997,14032022,205500,211000,1,3,2,0,1,1,0,1,33
1266,28,4.8,0.0,0.0,0.11,0.11,18022022,200000,200500,1,3,0,1,0,1,0,1,26
922,32,4.7,26.913726,75.75282,26.923726,75.762821,3032022,85000,85500,6,0,1,0,1,1,0,1,26
977,29,4.3,18.994049,72.825203,19.004049,72.835203,9032022,101500,102500,6,0,0,1,0,0,0,0,22
649,25,4.8,22.761226,75.887522,22.891226,76.017522,8032022,200000,200500,2,3,1,0,0,2,0,1,43
146,20,4.7,21.186438,72.794115,21.206438,72.814115,13032022,81500,83000,1,0,0,3,0,0,0,0,12
30,34,3.8,21.160437,72.774209,21.290437,72.904209,6032022,181500,182500,5,1,2,0,2,1,0,0,35
780,34,4.7,21.149569,72.772697,21.219569,72.842697,23032022,231500,232000,5,0,2,3,1,1,0,0,19
505,23,4.9,23.351058,85.325731,23.411058,85.385731,7032022,201500,202500,1,3,1,0,1,1,0,1,19
625,30,4.6,11.003008,76.97544,11.133009,77.10544,18032022,181000,182500,3,1,0,1,0,1,0,1,37
1052,35,4.7,23.232357,77.429989,23.302357,77.499989,12022022,185000,185500,6,1,2,2,1,1,0,0,29
655,30,4.8,18.539299,73.897902,18.629299,73.987902,2042022,171000,171500,1,1,2,1,1,1,0,1,20
46,32,4.7,12.970324,77.645748,13.000324,77.675748,1042022,223500,224000,1,0,0,0,0,0,0,1,24
657,37,3.9,12.979096,77.640625,13.089096,77.750625,2032022,0,500,2,0,2,1,2,1,0,1,32
90,24,4.8,12.316967,76.603067,12.446967,76.733067,6042022,182000,182500,4,1,2,0,0,1,0,1,28
265,37,3.5,22.308096,73.167753,22.378096,73.237753,14032022,234500,235000,2,0,2,1,1,1,0,1,36
947,20,4.6,18.927584,72.832585,19.037584,72.942585,27032022,180000,181000,3,1,2,3,2,0,0,1,26
910,29,4.5,21.175975,72.795503,21.265975,72.885503,10032022,204000,204500,3,3,0,3,0,0,0,1,45
712,33,4.2,22.751234,75.88949,22.881234,76.01949,23032022,173500,174000,4,1,2,2,1,1,0,1,31
767,38,3.6,22.728163,75.884212,22.838163,75.994212,12032022,194500,195000,5,3,1,3,1,0,0,1,33
275,33,4.2,19.091458,72.827808,19.181458,72.917808,18032022,213000,214000,5,3,0,0,0,0,0,1,35
285,29,4.6,21.149834,72.778666,21.199834,72.828666,19032022,174000,175000,1,1,1,1,1,1,0,0,17
292,20,4.9,12.304569,76.643622,12.434569,76.773622,23032022,232500,233000,4,0,1,2,1,0,0,0,15
330,29,4.6,12.975377,77.696664,12.985377,77.706664,13032022,104000,105500,3,0,2,3,1,0,0,0,13
143,28,4.6,11.001753,76.986241,11.071753,77.056241,25032022,184000,185000,4,1,1,1,0,1,0,0,29
369,33,4.8,13.022394,80.242439,13.072394,80.292439,9032022,203500,205000,3,3,1,0,0,0,0,1,30
2,32,4.6,12.914264,77.6784,12.924264,77.6884,1042022,103000,104500,1,0,0,1,0,0,0,0,23
404,35,4.7,26.905287,75.794592,26.915287,75.804592,17032022,91000,92500,5,0,1,2,1,1,0,1,28
334,29,4.637278568246926,-21.170798,72.790489,21.300798,72.920489,10032022,211054,221000,4,3,2,1,2,0,0,1,26
464,28,4.7,22.725748,75.898497,22.765747,75.938497,11032022,155500,160500,4,1,2,1,1,1,0,1,23
326,23,4.8,0.0,0.0,0.02,0.02,3042022,84000,85500,2,0,1,0,1,0,0,1,12
919,21,4.7,22.310526,73.170937,22.340526,73.200937,26032022,180000,181500,3,1,1,3,0,1,0,0,10
188,34,4.4,17.429585,78.392621,17.539585,78.502621,10032022,205500,210500,6,3,1,1,1,1,0,1,44
335,31,4.5,22.74806,75.8934,22.85806,76.0034,20032022,202500,203000,3,3,0,1,0,2,0,1,44
604,29,4.1,12.316967,76.603067,12.406967,76.693067,2032022,185500,191000,2,1,1,0,1,0,0,1,35
168,32,5.0,21.149669,72.772629,21.259669,72.882629,29032022,194500,195000,5,3,0,0,0,2,0,0,41
756,30,4.6,26.90519,75.810753,27.01519,75.920753,23032022,180000,180500,6,1,1,2,0,1,0,1,22
604,26,4.5,12.316967,76.603067,12.346967,76.633067,19032022,222500,223000,3,0,1,3,1,0,0,0,14
1112,31,4.7,10.994136,76.963303,11.104136,77.073303,10032022,181000,182500,4,1,1,1,1,1,0,1,30
55,39,4.9,0.0,0.0,0.09,0.09,12032022,205000,210500,5,3,0,2,0,3,0,1,51
107,32,4.5,12.975377,77.696664,13.055377,77.776664,23032022,212000,213500,5,3,1,1,1,2,0,0,41
1274,39,4.7,19.874449,75.360232,19.904449,75.390232,15022022,181500,182500,6,1,1,2,0,1,0,0,29
342,20,4.9,12.337978,76.616792,12.377978,76.656792,21032022,163500,165000,2,1,0,1,0,0,0,1,29
645,22,4.8,26.913987,75.752891,26.923987,75.762891,19032022,104500,105500,4,0,2,1,1,0,0,1,10
1214,33,4.7,25.457116,81.859682,25.537116,81.939682,18022022,233000,234500,1,0,2,0,0,0,0,1,28
1181,34,4.9,0.0,0.0,0.06,0.06,11022022,233500,234500,2,0,2,1,2,1,0,1,17
705,36,4.2,13.064181,80.236442,13.084181,80.256442,28032022,83000,84000,5,0,0,1,0,0,0,1,30
464,22,5.0,22.725748,75.898497,22.765747,75.938497,26032022,150000,150500,2,2,0,3,0,1,0,1,23
133,22,4.8,21.186884,72.793616,21.256884,72.863616,20032022,184500,190000,5,1,2,1,2,1,0,1,26
598,38,4.7,22.725835,75.887648,22.855835,76.017648,31032022,175500,181000,2,1,0,2,0,1,0,1,35
820,27,4.6,0.0,0.0,0.03,0.03,17022022,172500,174000,2,1,1,1,0,0,0,0,18
35,22,4.5,18.593481,73.785901,18.703481,73.895901,27032022,234500,0,1,0,0,1,0,1,0,1,23
223,23,4.5,22.745049,75.892471,22.805049,75.952471,17032022,182500,184000,5,1,0,0,0,0,0,1,23
392,32,4.6,17.424114,78.347554,17.464114,78.387554,3032022,140000,141500,2,2,2,0,0,1,0,1,35
736,26,4.9,21.149569,72.772697,21.169569,72.792697,26032022,104500,105500,5,0,2,2,0,0,0,1,10
559,34,4.7,17.430448,78.418213,17.470448,78.458213,11032022,145000,150000,1,2,0,1,0,0,0,0,20
978,26,4.3,19.22384,72.841347,19.28384,72.901347,1042022,193500,195000,2,3,2,3,1,1,0,1,31
937,32,4.4194220365183225,-11.001852,-76.976268,11.091852,77.066268,10032022,214322,225500,3,2,3,3,0,1,0,1,44
1153,36,4.1,23.264015,77.408236,23.354015,77.498236,18022022,184000,185000,3,1,2,2,0,2,0,0,39
725,33,4.5,22.553227,88.353273,22.613227,88.413273,11022022,173000,174500,6,1,2,1,1,1,0,1,29
852,30,4.5,19.12663,72.829976,19.15663,72.859976,1042022,234000,235500,3,0,1,0,0,1,0,1,17
404,26,4.6,26.905287,75.794592,27.015287,75.904592,16032022,182000,182500,1,1,1,1,0,1,0,1,14
1058,22,4.7,11.001852,76.976268,11.071852,77.046268,16032022,175500,180500,2,1,0,0,0,0,0,1,35
24,28,4.9,13.005801,80.250744,13.075801,80.320744,10032022,175000,180500,4,1,2,0,2,1,0,1,15
512,28,4.6,12.304569,76.643622,12.414569,76.753622,6032022,202500,203500,2,3,1,2,1,1,0,1,37
298,32,4.3,23.371292,85.327872,23.411292,85.367872,15032022,135500,141000,6,2,0,2,0,1,0,1,42
524,25,5.0,22.310329,73.169083,22.420329,73.279083,4032022,213000,214000,3,3,1,3,1,2,0,1,36
753,29,5.0,22.310329,73.169083,22.370329,73.229083,13032022,181000,181500,3,1,1,0,0,1,0,1,13
1289,26,4.6,30.89286,75.822199,31.00286,75.932199,18022022,185500,191000,2,1,0,1,0,1,0,1,37
808,33,4.5,12.323225,76.630028,12.333225,76.640028,1032022,105000,110500,3,0,2,0,0,0,0,0,19
163,32,4.4,23.351489,85.324253,23.421489,85.394253,20032022,211500,213000,4,3,2,3,1,1,0,0,32
607,21,4.7,22.310526,73.170937,22.390526,73.250937,31032022,233500,234000,2,0,1,0,1,1,0,0,26
75,33,4.7,12.934365,77.616155,13.004365,77.686155,25032022,215500,220500,2,3,1,3,0,1,0,1,35
759,28,4.9,19.131141,72.813074,19.151141,72.833074,24032022,113000,114500,3,2,0,2,0,0,0,1,24
1046,39,4.9,25.451646,81.832796,25.541646,81.922796,12022022,172500,173000,5,1,0,2,0,1,0,1,34
695,34,5.0,0.0,0.0,0.07,0.07,4042022,232000,232500,1,0,2,1,1,0,0,1,24
347,22,5.0,13.066762,80.251865,13.086762,80.271865,17032022,120000,121000,1,2,2,0,1,1,0,0,10
326,35,4.8,0.0,0.0,0.02,0.02,17032022,93500,95000,1,0,1,3,0,1,0,1,19
571,24,4.8,26.905287,75.794592,26.985287,75.874592,4032022,175500,181000,6,1,0,0,0,1,0,1,32
898,29,4.9,17.451976,78.385883,17.491976,78.425883,24032022,123500,125000,5,2,2,3,2,1,0,1,23
1310,37,4.9,26.474133,80.3481,26.544133,80.4181,14022022,232000,232500,2,0,2,2,2,0,0,1,26
583,36,4.5,12.3085,76.665808,12.3785,76.735808,20032022,174500,175000,6,1,1,3,0,0,0,1,23
1124,25,4.7,30.895204,75.822103,31.035204,75.962103,14022022,193000,194000,5,3,1,2,1,1,0,1,19
217,30,4.3,19.12663,72.829976,19.16663,72.869976,15032022,131500,133000,2,2,1,2,0,1,0,1,31
